OOMP Parts -- CSV, 2016-06-14
OOMP ID,Name,Type,Size/Package,Color/Material,Description/Value,Index/Rating,SEEED OPL ID,Manufacturer 1,Man 1 P/N,Manufacturer 2,Man 2 P/N,Distributor 1,Dist 1 P/N,Distributor 2,Dist 2 P/N,Datasheet,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
